# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 6, targetName: Saturn, Diameter: 116464.00 km, Orbital period: 1.07592300E+04 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 400
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Saturn,   2111-11-23T00:00:00.00, 332 28 36.3192, -01 34 22.8339,    9.764284957,  -8.88
Saturn,   2112-03-02T00:00:00.00, 335 40 15.1768, -01 40 41.4136,    9.737833288,  -8.88
Saturn,   2112-06-10T00:00:00.00, 338 53  0.1441, -01 46 43.1569,    9.710666654,  -8.88
Saturn,   2112-09-18T00:00:00.00, 342  6 53.4219, -01 52 26.6673,    9.682868724,  -8.88
Saturn,   2112-12-27T00:00:00.00, 345 21 57.2169, -01 57 50.5473,    9.654516500,  -8.88
Saturn,   2113-04-06T00:00:00.00, 348 38 13.0485, -02  2 53.3982,    9.625707441,  -8.88
Saturn,   2113-07-15T00:00:00.00, 351 55 43.0692, -02  7 33.8443,    9.596545543,  -8.88
Saturn,   2113-10-23T00:00:00.00, 355 14 28.6540, -02 11 50.5360,    9.567107652,  -8.88
Saturn,   2114-01-31T00:00:00.00, 358 34 30.9224, -02 15 42.1604,    9.537503461,  -8.88
Saturn,   2114-05-11T00:00:00.00,   1 55 50.8786, -02 19  7.4226,    9.507831075,  -8.88
Saturn,   2114-08-19T00:00:00.00,   5 18 29.3063, -02 22  5.0990,    9.478205287,  -8.88
Saturn,   2114-11-27T00:00:00.00,   8 42 26.8579, -02 24 34.0219,    9.448713476,  -8.88
Saturn,   2115-03-07T00:00:00.00,  12  7 43.1547, -02 26 33.1005,    9.419465760,  -8.88
Saturn,   2115-06-15T00:00:00.00,  15 34 18.3351, -02 28  1.3054,    9.390581433,  -8.88
Saturn,   2115-09-23T00:00:00.00,  19  2 11.8355, -02 28 57.7261,    9.362156995,  -8.88
Saturn,   2116-01-01T00:00:00.00,  22 31 22.8682, -02 29 21.5577,    9.334301450,  -8.88
Saturn,   2116-04-10T00:00:00.00,  26  1 49.9747, -02 29 12.1057,    9.307111732,  -8.88
Saturn,   2116-07-19T00:00:00.00,  29 33 31.6305, -02 28 28.8082,    9.280712527,  -8.88
Saturn,   2116-10-27T00:00:00.00,  33  6 26.2330, -02 27 11.2509,    9.255188182,  -8.88
Saturn,   2117-02-04T00:00:00.00,  36 40 31.0610, -02 25 19.1946,    9.230636196,  -8.88
Saturn,   2117-05-15T00:00:00.00,  40 15 43.5840, -02 22 52.5282,    9.207156880,  -8.88
Saturn,   2117-08-23T00:00:00.00,  43 52  0.6726, -02 19 51.3449,    9.184841475,  -8.88
Saturn,   2117-12-01T00:00:00.00,  47 29 19.3117, -02 16 15.9074,    9.163774131,  -8.88
Saturn,   2118-03-11T00:00:00.00,  51  7 35.5178, -02 12  6.6854,    9.144015117,  -8.88
Saturn,   2118-06-19T00:00:00.00,  54 46 45.2962, -02  7 24.3160,    9.125655856,  -8.88
Saturn,   2118-09-27T00:00:00.00,  58 26 44.8143, -02  2  9.6398,    9.108746999,  -8.88
Saturn,   2119-01-05T00:00:00.00,  62  7 29.5974, -01 56 23.7112,    9.093341399,  -8.88
Saturn,   2119-04-15T00:00:00.00,  65 48 55.3012, -01 50  7.7470,    9.079479059,  -8.88
Saturn,   2119-07-24T00:00:00.00,  69 30 57.1797, -01 43 23.1760,    9.067212487,  -8.88
Saturn,   2119-11-01T00:00:00.00,  73 13 31.2539, -01 36 11.5831,    9.056589947,  -8.88
Saturn,   2120-02-09T00:00:00.00,  76 56 32.7480, -01 28 34.7744,    9.047638699,  -8.88
Saturn,   2120-05-19T00:00:00.00,  80 39 56.8215, -01 20 34.6890,    9.040424017,  -8.88
Saturn,   2120-08-27T00:00:00.00,  84 23 38.6145, -01 12 13.4436,    9.034993625,  -8.88
Saturn,   2120-12-05T00:00:00.00,  88  7 32.9533, -01  3 33.3023,    9.031404467,  -8.88
Saturn,   2121-03-15T00:00:00.00,  91 51 34.5160, -00 54 36.6482,    9.029681533,  -8.88
Saturn,   2121-06-23T00:00:00.00,  95 35 37.1812, -00 45 25.9893,    9.029865170,  -8.88
Saturn,   2121-10-01T00:00:00.00,  99 19 35.6461, -00 36  3.8875,    9.031985170,  -8.88
Saturn,   2122-01-09T00:00:00.00, 103  3 24.0554, -00 26 33.0123,    9.036035761,  -8.88
Saturn,   2122-04-19T00:00:00.00, 106 46 56.6813, -00 16 56.0364,    9.042016247,  -8.88
Saturn,   2122-07-28T00:00:00.00, 110 30  7.6748, -00  7 15.6806,    9.049904215,  -8.88
Saturn,   2122-11-05T00:00:00.00, 114 12 51.6067, +00  2 25.3560,    9.059689378,  -8.88
Saturn,   2123-02-13T00:00:00.00, 117 55  3.3910, +00 12  4.3935,    9.071313798,  -8.88
Saturn,   2123-05-24T00:00:00.00, 121 36 37.3823, +00 21 38.7944,    9.084730995,  -8.88
Saturn,   2123-09-01T00:00:00.00, 125 17 28.8650, +00 31  6.0055,    9.099890612,  -8.88
Saturn,   2123-12-10T00:00:00.00, 128 57 33.0745, +00 40 23.5333,    9.116724429,  -8.88
Saturn,   2124-03-19T00:00:00.00, 132 36 45.8783, +00 49 29.0217,    9.135156870,  -8.88
Saturn,   2124-06-27T00:00:00.00, 136 15  2.8201, +00 58 20.2023,    9.155093138,  -8.88
Saturn,   2124-10-05T00:00:00.00, 139 52 20.1218, +01  6 54.9588,    9.176467692,  -8.88
Saturn,   2125-01-13T00:00:00.00, 143 28 34.6360, +01 15 11.3029,    9.199173660,  -8.88
Saturn,   2125-04-23T00:00:00.00, 147  3 42.9850, +01 23  7.4107,    9.223112401,  -8.88
Saturn,   2125-08-01T00:00:00.00, 150 37 42.4443, +01 30 41.6099,    9.248179385,  -8.88
Saturn,   2125-11-09T00:00:00.00, 154 10 30.3539, +01 37 52.3769,    9.274278023,  -8.88
Saturn,   2126-02-17T00:00:00.00, 157 42  5.0973, +01 44 38.3712,    9.301302164,  -8.88
Saturn,   2126-05-28T00:00:00.00, 161 12 24.6305, +01 50 58.4030,    9.329123424,  -8.88
Saturn,   2126-09-05T00:00:00.00, 164 41 27.4762, +01 56 51.4520,    9.357649046,  -8.88
Saturn,   2126-12-14T00:00:00.00, 168  9 12.7282, +02  2 16.6376,    9.386761725,  -8.88
Saturn,   2127-03-24T00:00:00.00, 171 35 39.6714, +02  7 13.2584,    9.416355320,  -8.88
Saturn,   2127-07-02T00:00:00.00, 175  0 47.9504, +02 11 40.7496,    9.446304867,  -8.88
Saturn,   2127-10-10T00:00:00.00, 178 24 37.0700, +02 15 38.6857,    9.476513097,  -8.88
Saturn,   2128-01-18T00:00:00.00, 181 47  7.7105, +02 19  6.7710,    9.506879290,  -8.88
Saturn,   2128-04-27T00:00:00.00, 185  8 20.2157, +02 22  4.8527,    9.537281941,  -8.88
Saturn,   2128-08-05T00:00:00.00, 188 28 15.3256, +02 24 32.8917,    9.567624980,  -8.88
Saturn,   2128-11-13T00:00:00.00, 191 46 53.9566, +02 26 30.9454,    9.597803596,  -8.88
Saturn,   2129-02-21T00:00:00.00, 195  4 17.5424, +02 27 59.1877,    9.627734153,  -8.88
Saturn,   2129-06-01T00:00:00.00, 198 20 27.7565, +02 28 57.8857,    9.657299973,  -8.88
Saturn,   2129-09-09T00:00:00.00, 201 35 25.8732, +02 29 27.3986,    9.686416576,  -8.88
Saturn,   2129-12-18T00:00:00.00, 204 49 14.1219, +02 29 28.1369,    9.715001701,  -8.88
Saturn,   2130-03-28T00:00:00.00, 208  1 54.5426, +02 29  0.6122,    9.742964022,  -8.88
Saturn,   2130-07-06T00:00:00.00, 211 13 29.5685, +02 28  5.3896,    9.770218034,  -8.88
Saturn,   2130-10-14T00:00:00.00, 214 24  1.2753, +02 26 43.0934,    9.796675942,  -8.88
Saturn,   2131-01-22T00:00:00.00, 217 33 32.3429, +02 24 54.3876,    9.822282529,  -8.88
Saturn,   2131-05-02T00:00:00.00, 220 42  5.6703, +02 22 39.9945,    9.846945998,  -8.88
Saturn,   2131-08-10T00:00:00.00, 223 49 43.7118, +02 20  0.6876,    9.870599897,  -8.88
Saturn,   2131-11-18T00:00:00.00, 226 56 29.4212, +02 16 57.2451,    9.893178795,  -8.88
Saturn,   2132-02-26T00:00:00.00, 230  2 25.6207, +02 13 30.5027,    9.914628809,  -8.88
Saturn,   2132-06-05T00:00:00.00, 233  7 35.7064, +02  9 41.3077,    9.934886858,  -8.88
Saturn,   2132-09-13T00:00:00.00, 236 12  2.3500, +02  5 30.5578,    9.953885620,  -8.88
Saturn,   2132-12-22T00:00:00.00, 239 15 48.7251, +02  0 59.1368,    9.971595327,  -8.88
Saturn,   2133-04-01T00:00:00.00, 242 18 58.1685, +01 56  7.9702,    9.987959778,  -8.88
Saturn,   2133-07-10T00:00:00.00, 245 21 33.8511, +01 50 58.0030,   10.002940070,  -8.88
